,level_0,index,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,Coordenadas,Locacion,road,city,county,state,country,country_code,industrial,town,isolated_dwelling,hamlet,postcode,building,neighbourhood,region,suburb,amenity,man_made,village,office,historic,aeroway,tourism,state_district,highway,Comuna,REGION,PROVINCIA,COMUNA,ComunaUpper,raw
80,82,6942,-37.62862,-73.46858,310.15,1.15,1.07,2022-01-12,1503,T,39,6.1NRT,299.32,8.22,D,"-37.62862,-73.46858","Copec, Ignacio Carrera Pinto, Los Álamos, Provincia de Arauco, Región del Biobío, Chile",Ignacio Carrera Pinto,,Provincia de Arauco,Región del Biobío,Chile,cl,,Los Álamos,,,,,,,,Copec,,,,,,,,,Los Álamos,,,,,
81,83,6943,-37.630179999999996,-73.45544,311.29,1.15,1.07,2022-01-12,1503,T,59,6.1NRT,300.02,9.03,D,"-37.630179999999996,-73.45544","Trihueco, Los Álamos, Provincia de Arauco, Región del Biobío, 4380000, Chile",Trihueco,,Provincia de Arauco,Región del Biobío,Chile,cl,,Los Álamos,,,4380000,,,,,,,,,,,,,,Los Álamos,,,,,
82,84,6944,-39.86253,-72.80444,311.24,1.3,1.13,2022-01-12,1503,T,37,6.1NRT,300.42,8.93,D,"-39.86253,-72.80444","Estadio Municipal Samuel Valk, Conductor Núñez, Población Empleados Particulares, Los Lagos, Provincia de Valdivia, Región de Los Ríos, Chile",Conductor Núñez,,Provincia de Valdivia,Región de Los Ríos,Chile,cl,,Los Lagos,,,,,Población Empleados Particulares,,,,,,,,,,,,Los Lagos,14.0,141.0,14104.0,LOS LAGOS,"{'place_id': 282596934, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1785707, 'lat': '-39.8634009', 'lon': '-72.8129655', 'display_name': 'Los Lagos, Provincia de Valdivia, Región de Los Ríos, Chile', 'address': {'town': 'Los Lagos', 'county': 'Provincia de Valdivia', 'state': 'Región de Los Ríos', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-40.0428261', '-39.6595167', '-72.9818362', '-72.0250515']}"
83,85,6945,-41.39713,-72.91105,309.19,1.34,1.15,2022-01-12,1503,T,17,6.1NRT,295.88,6.96,D,"-41.39713,-72.91105","Pasaje Las Amapolas, Población Claudio Arrau, Alerce, Puerto Montt, Provincia de Llanquihue, Región de Los Lagos, Chile",Pasaje Las Amapolas,Puerto Montt,Provincia de Llanquihue,Región de Los Lagos,Chile,cl,,Alerce,,,,,Población Claudio Arrau,,,,,,,,,,,,Puerto Montt,10.0,101.0,10101.0,PUERTO MONTT,"{'place_id': 107050814, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 25733597, 'lat': '-41.49145729702038', 'lon': '-72.79511576538215', 'display_name': 'Camino Parpalén, Parpalén, Puerto Montt, Provincia de Llanquihue, Región de Los Lagos, Chile', 'address': {'road': 'Camino Parpalén', 'hamlet': 'Parpalén', 'city': 'Puerto Montt', 'county': 'Provincia de Llanquihue', 'state': 'Región de Los Lagos', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-41.5033824', '-41.490966', '-72.8018639', '-72.7926581']}"
84,93,9202,-34.10719,-70.45817,311.12,1.57,1.23,2022-01-13,306,T,82,6.1NRT,289.65,22.83,N,"-34.10719,-70.45817","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}"
85,94,9203,-34.10787,-70.46396999999999,305.45,1.57,1.23,2022-01-13,306,T,64,6.1NRT,289.39,15.2,N,"-34.10787,-70.46396999999999","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}"
86,101,9540,-34.10777,-70.45451,301.92,2.37,1.49,2022-01-13,629,A,45,6.1NRT,287.45,23.75,N,"-34.10777,-70.45451","Planta Caletones División El Teniente de Codelco, Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,Planta Caletones División El Teniente de Codelco,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}"
87,102,9542,-37.84613,-72.57019,308.11,1.92,1.35,2022-01-13,629,A,74,6.1NRT,287.21,24.77,N,"-37.84613,-72.57019","Angol, Provincia de Malleco, Región de la Araucanía, Chile",,Angol,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Angol,9.0,92.0,9201.0,ANGOL,"{'place_id': 225305287, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 605146010, 'lat': '-37.768133168969435', 'lon': '-72.79563220598246', 'display_name': 'Angol - Vegas Blancas - Piedra del Águila, Angol, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'road': 'Angol - Vegas Blancas - Piedra del Águila', 'city': 'Angol', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.7979251', '-37.767495', '-72.860163', '-72.7678612']}"
88,103,9543,-37.85852,-72.57137,311.86,1.92,1.35,2022-01-13,629,A,42,6.1NRT,287.04,29.5,N,"-37.85852,-72.57137","Santa Elena, Angol, Provincia de Malleco, Región de la Araucanía, Chile",,Angol,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,Santa Elena,,,,,,,,,,,,,,,Angol,9.0,92.0,9201.0,ANGOL,"{'place_id': 225305287, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 605146010, 'lat': '-37.768133168969435', 'lon': '-72.79563220598246', 'display_name': 'Angol - Vegas Blancas - Piedra del Águila, Angol, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'road': 'Angol - Vegas Blancas - Piedra del Águila', 'city': 'Angol', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.7979251', '-37.767495', '-72.860163', '-72.7678612']}"
89,104,9544,-37.86047,-72.54933,313.32,1.93,1.36,2022-01-13,629,A,51,6.1NRT,287.07,32.6,N,"-37.86047,-72.54933","Angol, Provincia de Malleco, Región de la Araucanía, Chile",,Angol,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Angol,9.0,92.0,9201.0,ANGOL,"{'place_id': 225305287, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 605146010, 'lat': '-37.768133168969435', 'lon': '-72.79563220598246', 'display_name': 'Angol - Vegas Blancas - Piedra del Águila, Angol, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'road': 'Angol - Vegas Blancas - Piedra del Águila', 'city': 'Angol', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.7979251', '-37.767495', '-72.860163', '-72.7678612']}"
90,105,9545,-37.84918,-72.57567,311.8,1.92,1.35,2022-01-13,629,A,83,6.1NRT,287.06,30.91,N,"-37.84918,-72.57567","Santa Elena, Angol, Provincia de Malleco, Región de la Araucanía, Chile",,Angol,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,Santa Elena,,,,,,,,,,,,,,,Angol,9.0,92.0,9201.0,ANGOL,"{'place_id': 225305287, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 605146010, 'lat': '-37.768133168969435', 'lon': '-72.79563220598246', 'display_name': 'Angol - Vegas Blancas - Piedra del Águila, Angol, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'road': 'Angol - Vegas Blancas - Piedra del Águila', 'city': 'Angol', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.7979251', '-37.767495', '-72.860163', '-72.7678612']}"
91,106,9546,-37.851009999999995,-72.55337,319.31,1.93,1.36,2022-01-13,629,A,98,6.1NRT,287.55,47.66,N,"-37.851009999999995,-72.55337","Angol, Provincia de Malleco, Región de la Araucanía, Chile",,Angol,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Angol,9.0,92.0,9201.0,ANGOL,"{'place_id': 225305287, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 605146010, 'lat': '-37.768133168969435', 'lon': '-72.79563220598246', 'display_name': 'Angol - Vegas Blancas - Piedra del Águila, Angol, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'road': 'Angol - Vegas Blancas - Piedra del Águila', 'city': 'Angol', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.7979251', '-37.767495', '-72.860163', '-72.7678612']}"
92,107,9547,-37.8634,-72.55465,309.41,1.93,1.36,2022-01-13,629,A,74,6.1NRT,287.01,26.89,N,"-37.8634,-72.55465","Angol, Provincia de Malleco, Región de la Araucanía, Chile",,Angol,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Angol,9.0,92.0,9201.0,ANGOL,"{'place_id': 225305287, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 605146010, 'lat': '-37.768133168969435', 'lon': '-72.79563220598246', 'display_name': 'Angol - Vegas Blancas - Piedra del Águila, Angol, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'road': 'Angol - Vegas Blancas - Piedra del Águila', 'city': 'Angol', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.7979251', '-37.767495', '-72.860163', '-72.7678612']}"
93,108,9548,-37.88997,-72.53607,304.56,1.93,1.36,2022-01-13,629,A,30,6.1NRT,286.43,18.81,N,"-37.88997,-72.53607","Angol, Provincia de Malleco, Región de la Araucanía, Chile",,Angol,Provincia de Malleco,Región de la Araucanía,Chile,cl,,,,,,,,,,,,,,,,,,,Angol,9.0,92.0,9201.0,ANGOL,"{'place_id': 225305287, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 605146010, 'lat': '-37.768133168969435', 'lon': '-72.79563220598246', 'display_name': 'Angol - Vegas Blancas - Piedra del Águila, Angol, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'road': 'Angol - Vegas Blancas - Piedra del Águila', 'city': 'Angol', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.7979251', '-37.767495', '-72.860163', '-72.7678612']}"
94,116,10866,-37.61339,-73.64964,310.18,1.74,1.29,2022-01-13,1830,A,14,6.1NRT,297.96,16.25,D,"-37.61339,-73.64964","Junquillo Alto, Eusebio Lillo, Lebu, Provincia de Arauco, Región del Biobío, 2, Chile",Junquillo Alto,Lebu,Provincia de Arauco,Región del Biobío,Chile,cl,,,,,2,,Eusebio Lillo,,,,,,,,,,,,Lebu,8.0,82.0,8201.0,LEBU,"{'place_id': 272286377, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 913832053, 'lat': '-37.6714353788666', 'lon': '-73.5887662712828', 'display_name': 'La Huella, Trancalco, Lebu, Provincia de Arauco, Región del Biobío, Chile', 'address': {'hamlet': 'La Huella', 'village': 'Trancalco', 'city': 'Lebu', 'county': 'Provincia de Arauco', 'state': 'Región del Biobío', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.6802838', '-37.6493488', '-73.593826', '-73.5811177']}"
95,117,10895,-35.55421,-71.54316,323.55,1.26,1.11,2022-01-13,1832,A,65,6.1NRT,305.05,13.6,D,"-35.55421,-71.54316","San Clemente, Provincia de Talca, Región del Maule, Chile",,,Provincia de Talca,Región del Maule,Chile,cl,,San Clemente,,,,,,,,,,,,,,,,,San Clemente,7.0,71.0,7109.0,SAN CLEMENTE,"{'place_id': 282527754, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 546213, 'lat': '-35.5375459', 'lon': '-71.4858841', 'display_name': 'San Clemente, Provincia de Talca, Región del Maule, Chile', 'address': {'town': 'San Clemente', 'county': 'Provincia de Talca', 'state': 'Región del Maule', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.1789342', '-35.371482', '-71.5870692', '-70.307611']}"
96,118,10896,-35.55508,-71.53411,320.99,1.25,1.11,2022-01-13,1832,A,52,6.1NRT,304.38,10.12,D,"-35.55508,-71.53411","Trafalgar, San Clemente, Provincia de Talca, Región del Maule, Chile",,,Provincia de Talca,Región del Maule,Chile,cl,,San Clemente,,Trafalgar,,,,,,,,,,,,,,,San Clemente,7.0,71.0,7109.0,SAN CLEMENTE,"{'place_id': 282527754, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 546213, 'lat': '-35.5375459', 'lon': '-71.4858841', 'display_name': 'San Clemente, Provincia de Talca, Región del Maule, Chile', 'address': {'town': 'San Clemente', 'county': 'Provincia de Talca', 'state': 'Región del Maule', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.1789342', '-35.371482', '-71.5870692', '-70.307611']}"
97,119,10937,-33.4352,-70.79048,327.66,1.11,1.05,2022-01-13,1832,A,57,6.1NRT,306.95,6.03,D,"-33.4352,-70.79048","La Oración, Pudahuel, Provincia de Santiago, Región Metropolitana de Santiago, ???, Chile",La Oración,Pudahuel,Provincia de Santiago,Región Metropolitana de Santiago,Chile,cl,,,,,???,,,,,,,,,,,,,,Pudahuel,13.0,131.0,13124.0,PUDAHUEL,"{'place_id': 62904577, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5735506074, 'lat': '-33.4326232', 'lon': '-70.8421183', 'display_name': 'Carén, Pudahuel, Provincia de Santiago, Región Metropolitana de Santiago, Chile', 'address': {'hamlet': 'Carén', 'city': 'Pudahuel', 'county': 'Provincia de Santiago', 'state': 'Región Metropolitana de Santiago', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-33.4526232', '-33.4126232', '-70.8621183', '-70.8221183']}"
98,120,11161,-27.420740000000002,-70.26293000000001,332.86,1.0,1.0,2022-01-13,1834,A,73,6.1NRT,311.33,13.4,D,"-27.420740000000002,-70.26293000000001","Pedro León Gallo, Villa Las Industrias, Paipote, Copiapó, Provincia de Copiapó, Región de Atacama, Chile",Pedro León Gallo,Copiapó,Provincia de Copiapó,Región de Atacama,Chile,cl,,,,,,,Villa Las Industrias,,Paipote,,,,,,,,,,Copiapó,3.0,31.0,3101.0,COPIAPÓ,"{'place_id': 282378324, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 295922, 'lat': '-27.3664685', 'lon': '-70.3322753', 'display_name': 'Copiapó, Provincia de Copiapó, Región de Atacama, Chile', 'address': {'city': 'Copiapó', 'county': 'Provincia de Copiapó', 'state': 'Región de Atacama', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-28.183388', '-26.6643281', '-71.14235', '-68.2632053']}"
99,121,11195,-23.82442,-70.31886999999999,332.28,1.01,1.0,2022-01-13,1834,A,65,6.1NRT,313.88,10.5,D,"-23.82442,-70.31886999999999","Ruta 5 Norte, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile",Ruta 5 Norte,Antofagasta,Provincia de Antofagasta,Región de Antofagasta,Chile,cl,,,,,,,,,,,,,,,,,,,Antofagasta,2.0,21.0,2101.0,ANTOFAGASTA,"{'place_id': 282607959, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1561898, 'lat': '-23.6463741', 'lon': '-70.3980033', 'display_name': 'Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile', 'address': {'city': 'Antofagasta', 'county': 'Provincia de Antofagasta', 'state': 'Región de Antofagasta', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-25.4019573', '-23.0584154', '-70.6286037', '-68.0670324']}"
100,128,11636,-36.86895,-71.37945,322.47,1.24,1.11,2022-01-14,349,T,100,6.1NRT,279.02,33.49,N,"-36.86895,-71.37945","Pinto, Provincia de Diguillín, Región de Ñuble, 3880000, Chile",,,Provincia de Diguillín,Región de Ñuble,Chile,cl,,Pinto,,,3880000,,,,,,,,,,,,,,Pinto,16.0,161.0,16106.0,PINTO,"{'place_id': 217491429, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 550180667, 'lat': '-36.9173095', 'lon': '-71.4966785', 'display_name': 'Sendero Mirador del Valle, Las Trancas, Pinto, Provincia de Diguillín, Región de Ñuble, 3880000, Chile', 'address': {'road': 'Sendero Mirador del Valle', 'hamlet': 'Las Trancas', 'town': 'Pinto', 'county': 'Provincia de Diguillín', 'state': 'Región de Ñuble', 'postcode': '3880000', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.9173095', '-36.9170654', '-71.4966785', '-71.4951437']}"
101,129,11641,-34.11202,-70.4607,302.85,1.55,1.23,2022-01-14,349,T,52,6.1NRT,289.1,12.14,N,"-34.11202,-70.4607","Caletones, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",,,Provincia de Cachapoal,Región del Libertador General Bernardo O'Higgins,Chile,cl,,Machalí,,Caletones,,,,,,,,,,,,,,,Machalí,6.0,61.0,6108.0,MACHALÍ,"{'place_id': 282577281, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1664171, 'lat': '-34.182453', 'lon': '-70.6511584', 'display_name': ""Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile"", 'address': {'town': 'Machalí', 'county': 'Provincia de Cachapoal', 'state': ""Región del Libertador General Bernardo O'Higgins"", 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-34.703403', '-34.0090745', '-70.7244661', '-70.0096881']}"
102,130,12026,-32.80427,-70.95095,320.72,1.02,1.01,2022-01-14,1450,T,65,6.1NRT,304.75,8.04,D,"-32.80427,-70.95095","Autopista Los Andes, Chagres, Catemu, Provincia de San Felipe de Aconcagua, Región de Valparaíso, Chile",Autopista Los Andes,,Provincia de San Felipe de Aconcagua,Región de Valparaíso,Chile,cl,,Catemu,,,,,Chagres,,,,,,,,,,,,Catemu,5.0,57.0,5702.0,CATEMU,"{'place_id': 49300305, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4270237368, 'lat': '-32.6946303', 'lon': '-70.9344539', 'display_name': 'Villa las Palmas, Los Cerrillos, Catemu, Provincia de San Felipe de Aconcagua, Región de Valparaíso, Chile', 'address': {'neighbourhood': 'Villa las Palmas', 'village': 'Los Cerrillos', 'town': 'Catemu', 'county': 'Provincia de San Felipe de Aconcagua', 'state': 'Región de Valparaíso', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-32.7046303', '-32.6846303', '-70.9444539', '-70.9244539']}"
103,131,12047,-36.95074,-73.01212,311.32,1.0,1.0,2022-01-14,1452,T,0,6.1NRT,296.02,6.78,D,"-36.95074,-73.01212","6420, Pasaje 2, Villa Valle del Sol, Chiguayante, Provincia de Concepción, Región del Biobío, 4100812, Chile",Pasaje 2,,Provincia de Concepción,Región del Biobío,Chile,cl,,Chiguayante,,,4100812,,Villa Valle del Sol,,,,,,,,,,,,Chiguayante,8.0,81.0,8103.0,CHIGUAYANTE,"{'place_id': 282581093, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1622086, 'lat': '-36.9292478', 'lon': '-73.0237115', 'display_name': 'Chiguayante, Provincia de Concepción, Región del Biobío, Chile', 'address': {'town': 'Chiguayante', 'county': 'Provincia de Concepción', 'state': 'Región del Biobío', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-36.9669008', '-36.8530633', '-73.0610755', '-72.9432428']}"
104,132,12048,-37.0887,-72.43711,316.95,1.01,1.0,2022-01-14,1452,T,36,6.1NRT,304.38,5.96,D,"-37.0887,-72.43711","Osvaldo Cruz, Monte Águila, Cabrero, Provincia de Bío-Bío, Región del Biobío, Chile",Osvaldo Cruz,,Provincia de Bío-Bío,Región del Biobío,Chile,cl,,Monte Águila,,,,,,,,,,,,,,,,,Monte Águila,,,,,
105,133,12054,-37.67402,-72.58357,313.86,1.01,1.0,2022-01-14,1452,T,40,6.1NRT,302.39,5.91,D,"-37.67402,-72.58357","426, Manuel Rodríguez, Barrio Residencial Comité Nuevo Vivir, Renaico, Provincia de Malleco, Región de la Araucanía, Chile",Manuel Rodríguez,,Provincia de Malleco,Región de la Araucanía,Chile,cl,,Renaico,,,,,Barrio Residencial Comité Nuevo Vivir,,,,,,,,,,,,Renaico,9.0,92.0,9209.0,RENAICO,"{'place_id': 85271241, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 8469765223, 'lat': '-37.722282', 'lon': '-72.5693321', 'display_name': 'El Refugio, Renaico, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'farm': 'El Refugio', 'town': 'Renaico', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.732282', '-37.712282', '-72.5793321', '-72.5593321']}"
106,134,12055,-37.721709999999995,-72.2376,316.18,1.02,1.01,2022-01-14,1452,T,21,6.1NRT,303.65,5.34,D,"-37.721709999999995,-72.2376","Prieto, Coronado, Mulchén, Provincia de Bío-Bío, Región del Biobío, 0000444, Chile",Prieto,,Provincia de Bío-Bío,Región del Biobío,Chile,cl,,Mulchén,,Coronado,0000444,,,,,,,,,,,,,,Mulchén,8.0,83.0,8308.0,MULCHÉN,"{'place_id': 282604019, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1658516, 'lat': '-37.7200884', 'lon': '-72.2441345', 'display_name': 'Mulchén, Provincia de Bío-Bío, Región del Biobío, 0000444, Chile', 'address': {'town': 'Mulchén', 'county': 'Provincia de Bío-Bío', 'state': 'Región del Biobío', 'postcode': '0000444', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.1886283', '-37.5566764', '-72.530735', '-71.6131235']}"
107,134,12055,-37.721709999999995,-72.2376,316.18,1.02,1.01,2022-01-14,1452,T,21,6.1NRT,303.65,5.34,D,"-37.721709999999995,-72.2376","Prieto, Coronado, Mulchén, Provincia de Bío-Bío, Región del Biobío, 0000444, Chile",Prieto,,Provincia de Bío-Bío,Región del Biobío,Chile,cl,,Mulchén,,Coronado,0000444,,,,,,,,,,,,,,Mulchén,8.0,83.0,8305.0,MULCHÉN,"{'place_id': 63959585, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5866527369, 'lat': '-37.8567702', 'lon': '-72.0990336', 'display_name': 'San Miguel Dos, Mulchén, Provincia de Bío-Bío, Región del Biobío, Chile', 'address': {'hamlet': 'San Miguel Dos', 'town': 'Mulchén', 'county': 'Provincia de Bío-Bío', 'state': 'Región del Biobío', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-37.8767702', '-37.8367702', '-72.1190336', '-72.0790336']}"
108,135,12056,-37.95284,-72.42496,317.38,1.02,1.01,2022-01-14,1452,T,43,6.1NRT,304.22,7.7,D,"-37.95284,-72.42496","Cerro, Collipulli, Provincia de Malleco, Región de la Araucanía, Chile",Cerro,,Provincia de Malleco,Región de la Araucanía,Chile,cl,,Collipulli,,,,,,,,,,,,,,,,,Collipulli,9.0,92.0,9202.0,COLLIPULLI,"{'place_id': 64263393, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5885492557, 'lat': '-38.0184464', 'lon': '-72.1074236', 'display_name': 'La Suerte, Collipulli, Provincia de Malleco, Región de la Araucanía, Chile', 'address': {'hamlet': 'La Suerte', 'town': 'Collipulli', 'county': 'Provincia de Malleco', 'state': 'Región de la Araucanía', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-38.0384464', '-37.9984464', '-72.1274236', '-72.0874236']}"
